sale_id,ganancia_total,n_productos,categoria_principal,n_categorias,precio_promedio,genero_principal,marca_principal,catalog_price_prom,desc_promedio,desc_maximo,hubo_descuento,tramo_descuento,channel,country,en_campana,campana_activa,age_range,mes,dia_semana,es_fin_semana,sale_date,costo_promedio,margen_pct
209,142.8,3,T-Shirts,2,54.23333333333333,Female,Tiva,54.23333333333333,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,TIVA Week,26-35,5,5,1,2025-05-31,32.50666666666667,0.4006
210,239.37,3,T-Shirts,3,54.9,Female,Tiva,54.9,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,TIVA Week,36-45,5,3,0,2025-05-22,32.63,0.4056
211,165.02,3,Sleepwear,1,37.02333333333333,Female,Tiva,41.13666666666666,0.10000000000000002,0.1,1,medio,E-commerce,Portugal,1,Mother's Day Campaign,26-35,5,1,0,2025-05-06,24.25666666666667,0.3448
212,135.49,3,Dresses,2,45.18,Female,Tiva,45.18,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,Mother's Day Campaign,56-65,5,0,0,2025-05-05,26.76,0.4077
214,217.4,3,T-Shirts,3,49.923333333333325,Female,Tiva,49.923333333333325,0.0,0.0,0,sin_descuento,App Mobile,Netherlands,0,Sin campaña,56-65,4,0,0,2025-04-28,31.409999999999997,0.3708
215,160.12,3,T-Shirts,3,45.973333333333336,Female,Tiva,51.083333333333336,0.10000000000000002,0.1,1,medio,E-commerce,Italy,1,Spring Flash Sale,46-55,4,6,1,2025-04-06,29.459999999999997,0.3592
216,100.61,3,Pants,2,32.02,Female,Tiva,32.02,0.0,0.0,0,sin_descuento,E-commerce,Italy,1,TIVA Week,16-25,5,3,0,2025-05-22,19.016666666666666,0.4061
217,200.95,3,Dresses,2,51.580000000000005,Female,Tiva,51.580000000000005,0.0,0.0,0,sin_descuento,E-commerce,Spain,1,June Price Drop,56-65,6,2,0,2025-06-04,27.453333333333333,0.4678
220,213.41000000000003,3,Shoes,3,62.529999999999994,Female,Tiva,62.529999999999994,0.0,0.0,0,sin_descuento,E-commerce,Italy,0,Sin campaña,36-45,4,4,0,2025-04-18,33.15,0.4699
221,261.07,3,Dresses,2,57.21,Female,Tiva,57.21,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,Mid-Season Clearance,46-55,5,4,0,2025-05-16,25.16,0.5602
222,148.78000000000003,3,T-Shirts,2,40.24666666666666,Female,Tiva,40.24666666666666,0.0,0.0,0,sin_descuento,App Mobile,Italy,1,TIVA Week,36-45,5,2,0,2025-05-21,23.05666666666667,0.4271
224,275.5,3,T-Shirts,3,56.419999999999995,Female,Tiva,56.419999999999995,0.0,0.0,0,sin_descuento,App Mobile,Spain,0,Sin campaña,46-55,4,4,0,2025-04-25,31.3,0.4452
225,221.83,3,Shoes,2,53.65,Female,Tiva,53.65,0.0,0.0,0,sin_descuento,App Mobile,Italy,1,TIVA Week,26-35,5,1,0,2025-05-20,31.02333333333333,0.4217
226,192.07000000000002,3,Dresses,3,52.38333333333333,Female,Tiva,52.38333333333333,0.0,0.0,0,sin_descuento,App Mobile,Netherlands,0,Sin campaña,26-35,4,2,0,2025-04-23,29.99666666666667,0.4274
229,249.85999999999999,3,Shoes,2,52.96333333333333,Female,Tiva,52.96333333333333,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,Early Summer Deals,56-65,6,0,0,2025-06-16,28.233333333333334,0.4669
230,195.12,3,T-Shirts,3,49.44,Female,Tiva,49.44,0.0,0.0,0,sin_descuento,App Mobile,Spain,0,Sin campaña,56-65,4,0,0,2025-04-21,23.77,0.5192
231,173.37,3,T-Shirts,3,51.64333333333334,Female,Tiva,51.64333333333334,0.0,0.0,0,sin_descuento,E-commerce,France,0,Sin campaña,16-25,4,3,0,2025-04-24,27.673333333333332,0.4641
232,257.34000000000003,3,T-Shirts,2,42.01666666666667,Female,Tiva,42.01666666666667,0.0,0.0,0,sin_descuento,App Mobile,France,1,TIVA Week,16-25,5,4,0,2025-05-30,22.763333333333335,0.4582
233,201.1,3,T-Shirts,3,37.373333333333335,Female,Tiva,37.373333333333335,0.0,0.0,0,sin_descuento,E-commerce,France,0,Sin campaña,36-45,4,0,0,2025-04-28,18.05333333333333,0.5169
234,218.56,3,Dresses,3,46.913333333333334,Female,Tiva,46.913333333333334,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,TIVA Week,26-35,5,1,0,2025-05-20,26.826666666666668,0.4282
235,106.00999999999999,3,Pants,2,40.61666666666667,Female,Tiva,40.61666666666667,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,June Price Drop,56-65,6,2,0,2025-06-04,23.27,0.4271
237,192.34,3,Shoes,3,47.19,Female,Tiva,47.19,0.0,0.0,0,sin_descuento,E-commerce,France,1,Mid-Season Clearance,46-55,5,4,0,2025-05-16,25.423333333333336,0.4613
238,147.0,3,T-Shirts,3,54.843333333333334,Female,Tiva,54.843333333333334,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,Mid-Season Clearance,56-65,5,0,0,2025-05-19,33.67333333333334,0.386
239,271.08,3,Dresses,2,51.15,Female,Tiva,51.15,0.0,0.0,0,sin_descuento,E-commerce,France,0,Sin campaña,36-45,4,6,1,2025-04-20,31.646666666666665,0.3813
240,295.59000000000003,3,Pants,2,64.58666666666666,Female,Tiva,64.58666666666666,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,TIVA Week,26-35,5,5,1,2025-05-31,39.89333333333334,0.3823
241,182.19,3,Sleepwear,3,42.443333333333335,Female,Tiva,42.443333333333335,0.0,0.0,0,sin_descuento,App Mobile,Spain,1,June Price Drop,36-45,6,4,0,2025-06-06,22.826666666666668,0.4622
242,210.51999999999998,3,T-Shirts,2,54.1,Female,Tiva,54.1,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,TIVA Week,36-45,5,4,0,2025-05-23,34.306666666666665,0.3659
245,121.56,3,Dresses,3,44.28666666666667,Female,Tiva,44.28666666666667,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,TIVA Week,36-45,5,3,0,2025-05-29,19.823333333333334,0.5524
247,141.16,3,T-Shirts,3,58.17666666666667,Female,Tiva,58.17666666666667,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,Spring Flash Sale,56-65,4,4,0,2025-04-04,29.436666666666667,0.494
248,240.1,3,Pants,3,43.73,Female,Tiva,43.73,0.0,0.0,0,sin_descuento,App Mobile,Spain,0,Sin campaña,36-45,4,2,0,2025-04-23,21.936666666666667,0.4984
250,292.15,3,Dresses,1,61.65,Female,Tiva,61.65,0.0,0.0,0,sin_descuento,App Mobile,Netherlands,1,Early Summer Deals,16-25,6,0,0,2025-06-16,31.866666666666664,0.4831
251,102.44999999999999,3,Pants,2,37.843333333333334,Female,Tiva,42.05,0.10000000000000002,0.1,1,medio,E-commerce,Germany,1,Spring Flash Sale,16-25,4,6,1,2025-04-06,25.959999999999997,0.314
252,135.1,3,Dresses,2,44.22666666666667,Female,Tiva,44.22666666666667,0.0,0.0,0,sin_descuento,App Mobile,Germany,0,Sin campaña,56-65,4,4,0,2025-04-18,27.436666666666667,0.3796
253,193.0,3,T-Shirts,2,47.623333333333335,Female,Tiva,47.623333333333335,0.0,0.0,0,sin_descuento,App Mobile,France,0,Sin campaña,26-35,4,6,1,2025-04-27,26.69333333333333,0.4395
255,71.51,3,Dresses,3,47.669999999999995,Female,Tiva,47.669999999999995,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,0,Sin campaña,36-45,4,2,0,2025-04-30,29.546666666666667,0.3802
256,174.74,3,Pants,3,37.623333333333335,Female,Tiva,37.623333333333335,0.0,0.0,0,sin_descuento,E-commerce,Portugal,1,TIVA Week,36-45,5,2,0,2025-05-21,22.236666666666668,0.409
258,180.31,3,Pants,3,59.93666666666667,Female,Tiva,59.93666666666667,0.0,0.0,0,sin_descuento,E-commerce,France,1,TIVA Week,16-25,5,3,0,2025-05-29,33.733333333333334,0.4372
259,59.83,3,Shoes,3,36.49333333333333,Female,Tiva,52.129999999999995,0.3,0.3,1,alto,App Mobile,Germany,1,Mid-Season Clearance,56-65,5,0,0,2025-05-19,28.25666666666667,0.2257
260,245.72,3,Dresses,3,49.43,Female,Tiva,49.43,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,Mid-Season Clearance,36-45,5,2,0,2025-05-14,25.72,0.4797
262,214.43,3,Shoes,3,54.04,Female,Tiva,54.04,0.0,0.0,0,sin_descuento,App Mobile,Spain,0,Sin campaña,16-25,4,1,0,2025-04-29,31.286666666666665,0.421
264,137.08,3,Sleepwear,3,51.93333333333334,Female,Tiva,51.93333333333334,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,TIVA Week,46-55,5,5,1,2025-05-31,24.873333333333335,0.5211
265,151.26,3,Sleepwear,2,60.53666666666667,Female,Tiva,60.53666666666667,0.0,0.0,0,sin_descuento,App Mobile,Italy,1,TIVA Week,56-65,5,0,0,2025-05-26,31.156666666666666,0.4853
269,260.37,3,Sleepwear,1,43.19,Female,Tiva,43.19,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,TIVA Week,16-25,5,5,1,2025-05-24,21.273333333333333,0.5074
272,210.89999999999998,3,T-Shirts,1,52.89666666666667,Female,Tiva,52.89666666666667,0.0,0.0,0,sin_descuento,App Mobile,Italy,1,Mother's Day Campaign,16-25,5,0,0,2025-05-05,29.50333333333333,0.4422
273,168.32999999999998,3,Shoes,3,51.06,Female,Tiva,51.06,0.0,0.0,0,sin_descuento,App Mobile,Portugal,1,Early Summer Deals,16-25,6,0,0,2025-06-16,31.136666666666667,0.3902
274,60.28,3,Pants,3,40.22666666666667,Female,Tiva,40.22666666666667,0.0,0.0,0,sin_descuento,E-commerce,Germany,0,Sin campaña,26-35,4,5,1,2025-04-19,24.113333333333333,0.4006
275,175.04,3,Pants,2,42.42333333333334,Female,Tiva,42.42333333333334,0.0,0.0,0,sin_descuento,App Mobile,Germany,0,Sin campaña,46-55,4,4,0,2025-04-18,23.936666666666667,0.4358
276,182.2,3,Sleepwear,1,52.086666666666666,Female,Tiva,52.086666666666666,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,June Price Drop,36-45,6,2,0,2025-06-04,29.153333333333332,0.4403
277,233.0,3,T-Shirts,2,61.93666666666667,Female,Tiva,61.93666666666667,0.0,0.0,0,sin_descuento,E-commerce,Portugal,1,TIVA Week,16-25,5,0,0,2025-05-26,31.78333333333333,0.4868
278,126.03,3,T-Shirts,3,41.196666666666665,Female,Tiva,41.196666666666665,0.0,0.0,0,sin_descuento,App Mobile,Italy,1,Early Summer Deals,36-45,6,4,0,2025-06-13,22.666666666666668,0.4498
279,178.98,3,Sleepwear,2,39.24,Female,Tiva,39.24,0.0,0.0,0,sin_descuento,E-commerce,Portugal,1,Early Summer Deals,46-55,6,0,0,2025-06-16,18.47,0.5293
281,34.15,3,T-Shirts,1,44.6,Female,Tiva,63.71,0.3,0.3,1,alto,App Mobile,Spain,1,Mid-Season Clearance,16-25,5,5,1,2025-05-17,38.35666666666666,0.14
282,173.62,3,Sleepwear,3,41.46333333333333,Female,Tiva,41.46333333333333,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,TIVA Week,26-35,5,0,0,2025-05-26,23.316666666666666,0.4377
284,137.48,3,Shoes,2,55.14000000000001,Female,Tiva,55.14000000000001,0.0,0.0,0,sin_descuento,App Mobile,Portugal,0,Sin campaña,16-25,4,1,0,2025-04-29,32.156666666666666,0.4168
285,229.2,3,Shoes,2,55.78,Female,Tiva,55.78,0.0,0.0,0,sin_descuento,App Mobile,France,1,TIVA Week,36-45,5,3,0,2025-05-29,26.77333333333333,0.52
286,27.41,3,Sleepwear,2,35.089999999999996,Female,Tiva,50.126666666666665,0.3,0.3,1,alto,App Mobile,France,1,Mid-Season Clearance,46-55,5,6,1,2025-05-18,31.189999999999998,0.1111
287,279.90000000000003,3,Shoes,3,38.56666666666667,Female,Tiva,38.56666666666667,0.0,0.0,0,sin_descuento,E-commerce,Italy,1,Mid-Season Clearance,16-25,5,3,0,2025-05-15,19.906666666666666,0.4838
288,331.04,3,Sleepwear,3,56.49,Female,Tiva,56.49,0.0,0.0,0,sin_descuento,App Mobile,Spain,1,Spring Flash Sale,46-55,4,5,1,2025-04-05,31.330000000000002,0.4454
289,88.18,3,Dresses,2,35.81333333333333,Female,Tiva,51.160000000000004,0.3,0.3,1,alto,App Mobile,Italy,1,Mid-Season Clearance,26-35,5,6,1,2025-05-18,23.74,0.3371
291,270.19,3,T-Shirts,3,55.75,Female,Tiva,55.75,0.0,0.0,0,sin_descuento,E-commerce,Germany,0,Sin campaña,46-55,4,2,0,2025-04-30,33.60333333333333,0.3972
292,127.78,3,T-Shirts,2,42.76666666666667,Female,Tiva,42.76666666666667,0.0,0.0,0,sin_descuento,App Mobile,France,0,Sin campaña,56-65,4,2,0,2025-04-30,26.100000000000005,0.3897
293,173.73,3,T-Shirts,2,48.01,Female,Tiva,48.01,0.0,0.0,0,sin_descuento,E-commerce,Spain,1,Spring Flash Sale,56-65,4,5,1,2025-04-05,27.473333333333333,0.4278
294,135.72,3,Shoes,3,51.5,Female,Tiva,51.5,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,Early Summer Deals,56-65,6,1,0,2025-06-17,29.673333333333336,0.4238
295,106.27,3,Sleepwear,3,29.16333333333333,Female,Tiva,41.66,0.3,0.3,1,alto,App Mobile,Spain,1,Mid-Season Clearance,46-55,5,1,0,2025-05-13,21.493333333333336,0.263
297,61.6,3,Dresses,3,31.349999999999998,Female,Tiva,44.78666666666667,0.3,0.3,1,alto,App Mobile,Italy,1,Mid-Season Clearance,56-65,5,5,1,2025-05-17,24.22,0.2274
298,133.22000000000003,3,Dresses,3,49.24,Female,Tiva,49.24,0.0,0.0,0,sin_descuento,E-commerce,France,1,Mid-Season Clearance,26-35,5,6,1,2025-05-18,30.673333333333332,0.3771
299,104.13,3,Pants,3,48.346666666666664,Female,Tiva,69.06666666666666,0.3,0.3,1,alto,App Mobile,Germany,1,Mid-Season Clearance,26-35,5,1,0,2025-05-13,39.21333333333334,0.1889
301,38.660000000000004,3,T-Shirts,3,34.916666666666664,Female,Tiva,49.88333333333333,0.3,0.3,1,alto,App Mobile,Netherlands,1,Mid-Season Clearance,26-35,5,5,1,2025-05-17,28.726666666666663,0.1773
303,333.32,3,Dresses,2,55.00666666666666,Female,Tiva,55.00666666666666,0.0,0.0,0,sin_descuento,App Mobile,Netherlands,1,Mother's Day Campaign,36-45,5,1,0,2025-05-06,26.040000000000003,0.5266
305,213.05,3,Dresses,3,49.52333333333333,Female,Tiva,49.52333333333333,0.0,0.0,0,sin_descuento,E-commerce,Germany,0,Sin campaña,26-35,4,0,0,2025-04-28,29.073333333333334,0.4129
306,109.64,3,Shoes,3,52.876666666666665,Female,Tiva,52.876666666666665,0.0,0.0,0,sin_descuento,E-commerce,Italy,0,Sin campaña,36-45,4,5,1,2025-04-26,31.103333333333335,0.4118
307,143.31,3,Pants,3,40.29666666666667,Female,Tiva,40.29666666666667,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,TIVA Week,26-35,5,2,0,2025-05-21,24.186666666666667,0.3998
309,197.67000000000002,3,Sleepwear,2,46.083333333333336,Female,Tiva,46.083333333333336,0.0,0.0,0,sin_descuento,App Mobile,France,1,TIVA Week,56-65,5,6,1,2025-05-25,24.12,0.4766
310,210.35000000000002,3,Dresses,2,44.96333333333333,Female,Tiva,44.96333333333333,0.0,0.0,0,sin_descuento,E-commerce,Germany,0,Sin campaña,56-65,4,4,0,2025-04-18,26.156666666666666,0.4183
312,170.07999999999998,3,Sleepwear,3,47.36666666666667,Female,Tiva,47.36666666666667,0.0,0.0,0,sin_descuento,E-commerce,Spain,1,TIVA Week,36-45,5,5,1,2025-05-31,31.423333333333336,0.3366
313,306.57,3,Shoes,3,55.49666666666667,Female,Tiva,55.49666666666667,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,June Price Drop,16-25,6,4,0,2025-06-06,32.03333333333333,0.4228
314,179.65,3,Sleepwear,3,63.910000000000004,Female,Tiva,63.910000000000004,0.0,0.0,0,sin_descuento,E-commerce,Spain,1,Mid-Season Clearance,16-25,5,6,1,2025-05-18,38.949999999999996,0.3905
318,162.86,3,Sleepwear,2,57.23333333333333,Female,Tiva,57.23333333333333,0.0,0.0,0,sin_descuento,E-commerce,Germany,0,Sin campaña,16-25,4,3,0,2025-04-17,32.693333333333335,0.4288
319,184.23,3,Shoes,3,38.51,Female,Tiva,38.51,0.0,0.0,0,sin_descuento,App Mobile,Netherlands,1,TIVA Week,56-65,5,5,1,2025-05-31,22.816666666666666,0.4075
321,210.24,3,Sleepwear,2,37.919999999999995,Female,Tiva,37.919999999999995,0.0,0.0,0,sin_descuento,App Mobile,Netherlands,1,TIVA Week,36-45,5,5,1,2025-05-31,20.83666666666667,0.4505
323,148.76,3,Shoes,2,46.82,Female,Tiva,46.82,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,June Price Drop,56-65,6,3,0,2025-06-05,22.043333333333333,0.5292
326,317.7,3,Shoes,2,63.660000000000004,Female,Tiva,63.660000000000004,0.0,0.0,0,sin_descuento,E-commerce,France,0,Sin campaña,36-45,4,5,1,2025-04-19,32.61,0.4877
328,87.42,3,Dresses,3,33.376666666666665,Female,Tiva,33.376666666666665,0.0,0.0,0,sin_descuento,E-commerce,France,1,Mid-Season Clearance,36-45,5,1,0,2025-05-13,18.523333333333333,0.445
329,336.12,3,Dresses,2,59.28333333333333,Female,Tiva,59.28333333333333,0.0,0.0,0,sin_descuento,E-commerce,France,1,Spring Flash Sale,26-35,4,4,0,2025-04-04,27.506666666666664,0.536
330,259.6,3,Shoes,3,53.44333333333333,Female,Tiva,53.44333333333333,0.0,0.0,0,sin_descuento,E-commerce,Spain,0,Sin campaña,16-25,4,3,0,2025-04-24,29.973333333333333,0.4392
331,100.33,3,Shoes,2,59.47666666666667,Female,Tiva,59.47666666666667,0.0,0.0,0,sin_descuento,App Mobile,Italy,1,June Price Drop,26-35,6,3,0,2025-06-05,34.64,0.4176
332,156.89000000000001,3,Dresses,1,42.43,Female,Tiva,42.43,0.0,0.0,0,sin_descuento,App Mobile,France,1,TIVA Week,26-35,5,5,1,2025-05-24,25.673333333333332,0.3949
333,202.89000000000001,3,Sleepwear,3,47.11666666666667,Female,Tiva,47.11666666666667,0.0,0.0,0,sin_descuento,E-commerce,Italy,1,TIVA Week,46-55,5,3,0,2025-05-22,23.21666666666667,0.5073
334,194.20999999999998,3,Dresses,3,48.836666666666666,Female,Tiva,48.836666666666666,0.0,0.0,0,sin_descuento,App Mobile,Italy,1,TIVA Week,36-45,5,3,0,2025-05-29,29.643333333333334,0.393
335,289.57,3,Dresses,2,59.21333333333334,Female,Tiva,59.21333333333334,0.0,0.0,0,sin_descuento,App Mobile,Portugal,1,Easter Promotion,46-55,4,1,0,2025-04-15,34.906666666666666,0.4105
336,245.83,3,T-Shirts,3,63.04333333333333,Female,Tiva,63.04333333333333,0.0,0.0,0,sin_descuento,E-commerce,France,1,Early Summer Deals,16-25,6,1,0,2025-06-17,32.36666666666667,0.4866
337,208.72,3,T-Shirts,2,44.95666666666667,Female,Tiva,44.95666666666667,0.0,0.0,0,sin_descuento,App Mobile,France,1,TIVA Week,16-25,5,5,1,2025-05-24,25.01,0.4437
338,183.6,3,T-Shirts,2,57.32,Female,Tiva,57.32,0.0,0.0,0,sin_descuento,E-commerce,Italy,0,Sin campaña,36-45,4,0,0,2025-04-21,29.513333333333335,0.4851
341,112.86,3,Pants,3,32.95333333333333,Female,Tiva,47.07333333333333,0.3,0.3,1,alto,App Mobile,Netherlands,1,Mid-Season Clearance,16-25,5,1,0,2025-05-13,24.76,0.2486
343,253.51999999999998,3,Dresses,1,47.5,Female,Tiva,47.5,0.0,0.0,0,sin_descuento,App Mobile,France,1,Early Summer Deals,36-45,6,1,0,2025-06-17,27.34,0.4244
344,133.52,3,Shoes,3,50.54333333333333,Female,Tiva,50.54333333333333,0.0,0.0,0,sin_descuento,App Mobile,Netherlands,1,Early Summer Deals,36-45,6,5,1,2025-06-14,29.0,0.4262
345,235.39999999999998,3,Pants,3,58.38666666666666,Female,Tiva,58.38666666666666,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,Easter Promotion,26-35,4,0,0,2025-04-14,37.25666666666667,0.3619
346,165.12,3,T-Shirts,2,48.75,Female,Tiva,48.75,0.0,0.0,0,sin_descuento,App Mobile,France,1,TIVA Week,16-25,5,0,0,2025-05-26,25.69333333333333,0.473
347,149.81,3,T-Shirts,2,39.736666666666665,Female,Tiva,39.736666666666665,0.0,0.0,0,sin_descuento,E-commerce,Italy,1,Mid-Season Clearance,46-55,5,6,1,2025-05-18,24.796666666666667,0.376
348,234.14,3,Shoes,2,57.77,Female,Tiva,57.77,0.0,0.0,0,sin_descuento,E-commerce,Portugal,1,TIVA Week,56-65,5,4,0,2025-05-30,35.98666666666667,0.3771
349,234.58,3,T-Shirts,3,53.866666666666674,Female,Tiva,53.866666666666674,0.0,0.0,0,sin_descuento,App Mobile,Portugal,1,Early Summer Deals,36-45,6,6,1,2025-06-15,29.78333333333333,0.4471
350,290.78999999999996,3,Shoes,3,57.666666666666664,Female,Tiva,57.666666666666664,0.0,0.0,0,sin_descuento,E-commerce,France,0,Sin campaña,26-35,4,5,1,2025-04-19,27.046666666666667,0.531
351,260.26,3,Pants,3,50.06,Female,Tiva,50.06,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,TIVA Week,36-45,5,1,0,2025-05-27,23.293333333333333,0.5347
352,333.7,3,Sleepwear,2,46.576666666666675,Female,Tiva,46.576666666666675,0.0,0.0,0,sin_descuento,E-commerce,France,1,Mother's Day Campaign,16-25,5,6,1,2025-05-04,24.330000000000002,0.4776
354,139.07,3,Dresses,2,50.67666666666667,Female,Tiva,50.67666666666667,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,Spring Flash Sale,16-25,4,4,0,2025-04-04,29.426666666666666,0.4193
356,52.72,3,Pants,3,38.92333333333333,Female,Tiva,55.60666666666666,0.3,0.3,1,alto,App Mobile,Germany,1,Mid-Season Clearance,16-25,5,1,0,2025-05-13,29.409999999999997,0.2444
357,288.88,3,T-Shirts,3,45.71333333333334,Female,Tiva,45.71333333333334,0.0,0.0,0,sin_descuento,E-commerce,Italy,0,Sin campaña,16-25,4,5,1,2025-04-26,21.64,0.5266
358,273.14,3,Dresses,3,56.57,Female,Tiva,56.57,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,Spring Flash Sale,36-45,4,6,1,2025-04-06,29.536666666666665,0.4779
359,257.84,3,Shoes,2,50.626666666666665,Female,Tiva,50.626666666666665,0.0,0.0,0,sin_descuento,App Mobile,Italy,0,Sin campaña,16-25,4,4,0,2025-04-18,27.75,0.4519
360,291.85,3,Pants,2,44.27,Female,Tiva,44.27,0.0,0.0,0,sin_descuento,App Mobile,Spain,0,Sin campaña,26-35,4,3,0,2025-04-24,21.113333333333333,0.5231
361,326.79,3,Pants,2,48.24333333333333,Female,Tiva,48.24333333333333,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,Mother's Day Campaign,46-55,5,0,0,2025-05-05,25.169999999999998,0.4783
362,253.2,3,Dresses,2,47.973333333333336,Female,Tiva,47.973333333333336,0.0,0.0,0,sin_descuento,App Mobile,Portugal,1,TIVA Week,26-35,5,6,1,2025-05-25,24.44666666666667,0.4904
369,148.85999999999999,3,Dresses,1,48.6,Female,Tiva,48.6,0.0,0.0,0,sin_descuento,E-commerce,Italy,0,Sin campaña,16-25,4,1,0,2025-04-29,20.669999999999998,0.5747
370,82.03999999999999,3,Sleepwear,3,52.4,Female,Tiva,52.4,0.0,0.0,0,sin_descuento,App Mobile,France,0,Sin campaña,26-35,4,0,0,2025-04-21,28.75,0.4513
371,200.34,3,Pants,1,50.00333333333333,Female,Tiva,50.00333333333333,0.0,0.0,0,sin_descuento,E-commerce,Italy,0,Sin campaña,56-65,4,6,1,2025-04-20,26.91,0.4618
375,228.68,3,T-Shirts,3,41.486666666666665,Female,Tiva,41.486666666666665,0.0,0.0,0,sin_descuento,E-commerce,Italy,1,Easter Promotion,46-55,4,0,0,2025-04-14,18.926666666666666,0.5438
376,70.85,3,Pants,3,23.8,Female,Tiva,34.00333333333334,0.3,0.3,1,alto,App Mobile,Germany,1,Mid-Season Clearance,36-45,5,0,0,2025-05-19,16.02,0.3269
377,146.2,3,Pants,3,45.30666666666667,Female,Tiva,45.30666666666667,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,Mid-Season Clearance,46-55,5,2,0,2025-05-14,27.02,0.4036
378,131.65,3,Shoes,2,54.656666666666666,Female,Tiva,54.656666666666666,0.0,0.0,0,sin_descuento,App Mobile,Italy,0,Sin campaña,56-65,4,3,0,2025-04-17,32.97666666666667,0.3967
382,236.36,3,T-Shirts,3,56.080000000000005,Female,Tiva,56.080000000000005,0.0,0.0,0,sin_descuento,E-commerce,Spain,0,Sin campaña,36-45,4,5,1,2025-04-26,36.78666666666667,0.344
383,201.38,3,Dresses,3,62.25333333333333,Female,Tiva,62.25333333333333,0.0,0.0,0,sin_descuento,App Mobile,France,1,Easter Promotion,36-45,4,1,0,2025-04-15,35.6,0.4281
384,178.75,3,Sleepwear,2,44.46333333333333,Female,Tiva,44.46333333333333,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,0,Sin campaña,46-55,4,6,1,2025-04-27,25.246666666666666,0.4322
386,148.82,3,Sleepwear,2,41.050000000000004,Female,Tiva,41.050000000000004,0.0,0.0,0,sin_descuento,App Mobile,Italy,0,Sin campaña,46-55,4,0,0,2025-04-21,22.44666666666667,0.4532
387,160.25,3,Sleepwear,1,32.38666666666666,Female,Tiva,32.38666666666666,0.0,0.0,0,sin_descuento,E-commerce,France,0,Sin campaña,36-45,4,6,1,2025-04-20,18.793333333333333,0.4197
389,110.34,3,Shoes,2,44.49333333333333,Female,Tiva,44.49333333333333,0.0,0.0,0,sin_descuento,E-commerce,Germany,0,Sin campaña,16-25,4,4,0,2025-04-18,25.599999999999998,0.4246
390,231.81,3,Shoes,2,46.17333333333334,Female,Tiva,46.17333333333334,0.0,0.0,0,sin_descuento,App Mobile,Italy,1,TIVA Week,26-35,5,1,0,2025-05-20,28.853333333333335,0.3751
391,334.59000000000003,3,Shoes,3,61.383333333333326,Female,Tiva,61.383333333333326,0.0,0.0,0,sin_descuento,E-commerce,Italy,0,Sin campaña,26-35,4,2,0,2025-04-30,32.99333333333333,0.4625
392,96.3,3,Sleepwear,3,42.02,Female,Tiva,42.02,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,TIVA Week,46-55,5,2,0,2025-05-21,21.006666666666668,0.5001
394,250.26,3,Dresses,3,55.156666666666666,Female,Tiva,55.156666666666666,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,Early Summer Deals,36-45,6,6,1,2025-06-15,25.61,0.5357
396,294.09000000000003,3,Pants,3,55.653333333333336,Female,Tiva,55.653333333333336,0.0,0.0,0,sin_descuento,E-commerce,Italy,1,TIVA Week,36-45,5,2,0,2025-05-28,28.39,0.4899
397,243.41000000000003,3,Pants,2,62.14666666666667,Female,Tiva,62.14666666666667,0.0,0.0,0,sin_descuento,E-commerce,France,0,Sin campaña,26-35,4,1,0,2025-04-29,31.23,0.4975
399,151.89,3,Dresses,2,46.68,Female,Tiva,46.68,0.0,0.0,0,sin_descuento,App Mobile,Portugal,1,Spring Flash Sale,16-25,4,5,1,2025-04-05,29.27333333333333,0.3729
400,171.48,3,Sleepwear,3,54.086666666666666,Female,Tiva,54.086666666666666,0.0,0.0,0,sin_descuento,App Mobile,Netherlands,0,Sin campaña,36-45,4,0,0,2025-04-21,34.843333333333334,0.3558
